検索キーID,表示名,ソース,分類,必須可,検索対象,保有件数,保有率,記載率,歯科,状態,同名,備考
M2131,姿勢の保持ができない患者に対応できる,障害者サービス,障害者サービス,0,1,398,0.49%,50.4%,0,現行,,記載率50.4%。加点のみ
M2132,手話による対応,障害者サービス,障害者サービス,0,1,332,0.41%,50.4%,0,現行,,記載率50.4%。加点のみ
M2133,苦情相談窓口の設置,障害者サービス,障害者サービス,0,1,318,0.39%,50.4%,0,現行,,記載率50.4%。加点のみ
M2134,障害児（者）への訪問歯科診療を実施している,障害者サービス,障害者サービス,0,0,308,0.38%,50.4%,1,現行,,歯科。医科の逆紹介では使わない
M2135,診療への協力の得られない障害者（児）に対応できる,障害者サービス,障害者サービス,0,1,307,0.38%,50.4%,0,現行,,記載率50.4%。加点のみ
M2136,抑制具（レストレイナー（Ｒ）など）がある,障害者サービス,障害者サービス,0,0,263,0.32%,50.4%,1,現行,,歯科。医科の逆紹介では使わない
M2137,待合室に間仕切りがある,障害者サービス,障害者サービス,0,1,260,0.32%,50.4%,0,現行,,記載率50.4%。加点のみ
M2138,点字による表示,障害者サービス,障害者サービス,0,1,218,0.27%,50.4%,0,現行,,記載率50.4%。加点のみ
M2139,全介助（動作に対し全面的に介助が必要）の患者に対応できる,障害者サービス,障害者サービス,0,1,173,0.21%,50.4%,0,現行,,記載率50.4%。加点のみ
M2140,全盲患者の介護等を行うボランティア有り,障害者サービス,障害者サービス,0,1,109,0.13%,50.4%,0,現行,,記載率50.4%。加点のみ
M2141,個室の待合室がある,障害者サービス,障害者サービス,0,1,104,0.13%,50.4%,0,現行,,記載率50.4%。加点のみ
M2142,同伴児童の一時預かり有り,障害者サービス,障害者サービス,0,1,90,0.11%,50.4%,0,現行,,記載率50.4%。加点のみ
M2143,家族が宿泊できる施設あり,障害者サービス,障害者サービス,0,1,76,0.09%,50.4%,0,現行,,記載率50.4%。加点のみ / 保有76件。表記ゆれの残骸でないか要確認
M2144,ハートビル法による認定,障害者サービス,障害者サービス,0,1,19,0.02%,50.4%,0,現行,,記載率50.4%。加点のみ / 保有19件。表記ゆれの残骸でないか要確認
M2145,オストメイトへの配慮（専用トイレの設置）,障害者サービス,障害者サービス,0,1,1,0.00%,50.4%,0,現行,,記載率50.4%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認
M2146,乳児をもつ保護者への配慮（授乳室の設置）,障害者サービス,障害者サービス,0,1,1,0.00%,50.4%,0,現行,,記載率50.4%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認
M2200,施設のバリアフリー化,車椅子サービス,車椅子,0,0,89167,96.17%,57.1%,0,現行,,保有率96.2%で絞り込みに寄与しない / 保有率が9割超で絞り込みに寄与しない
M2201,バリアフリートイレ,車椅子サービス,車椅子,0,1,43077,46.46%,57.1%,0,現行,,記載率57.1%。加点のみ
M2202,車椅子利用者用の駐車施設,車椅子サービス,車椅子,0,1,29561,31.88%,57.1%,0,現行,,記載率57.1%。加点のみ / 改修で消えた項目。今後更新されない
M2203,ベビーカーやバギーでの乗り入れ可能,車椅子サービス,車椅子,0,1,1,0.00%,57.1%,0,現行,,記載率57.1%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 除外: 自由記述の紛れ込み
M2204,車椅子対応の入り口あり、座席あり,車椅子サービス,車椅子,0,1,1,0.00%,57.1%,0,現行,,記載率57.1%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 除外: 自由記述の紛れ込み
M2205,透析患者さま無料送迎あり（車椅子の患者さま対応可能）,車椅子サービス,車椅子,0,1,1,0.00%,57.1%,0,現行,,記載率57.1%。加点のみ / 保有1件。表記ゆれの残骸でないか要確認 / 除外: 自由記述の紛れ込み
M2250,保険医療機関,指定医療機関,指定医療機関,0,0,141769,99.61%,87.6%,0,現行,,保有率99.6%で絞り込みに寄与しない / 保有率が9割超のため検索対象外
M2251,生活保護法指定医療機関(中国残留邦人等の円滑な帰国の促進並びに永住帰国した中国残留邦人等及び特定配偶者の自立の支援に関する法律（平成６年法律第30号） に基づく指定医療機関を含む。),指定医療機関,指定医療機関,1,1,103115,72.45%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2252,労災保険指定医療機関,指定医療機関,指定医療機関,1,1,42558,29.90%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2253,原子爆弾被害者一般疾病医療機関,指定医療機関,指定医療機関,1,1,34956,24.56%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2254,難病の患者に対する医療等に関する法律（平成２６年法律第５０号）に基づく指定医療機関,指定医療機関,指定医療機関,1,1,23187,16.29%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2255,身体障害者福祉法指定医の配置されている医療機関,指定医療機関,指定医療機関,1,1,22194,15.59%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2256,結核指定医療機関,指定医療機関,指定医療機関,1,1,19286,13.55%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2257,原子爆弾被害者指定医療機関,指定医療機関,指定医療機関,1,1,12245,8.60%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2258,指定自立支援医療機関（精神通院医療）,指定医療機関,指定医療機関,1,1,12114,8.51%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2259,在宅療養支援診療所,指定医療機関,指定医療機関,1,1,10096,7.09%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2260,高齢者の医療の確保に関する法律（昭和５７年法律第８０号） 第７条第１項に規定する医療保険各法及び同法に基づく療養等の給付の対象とならない医療並びに公費負担医療を行わない医療機関,指定医療機関,指定医療機関,1,1,8250,5.80%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2261,指定自立支援医療機関（更生医療）,指定医療機関,指定医療機関,1,1,7897,5.55%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2262,指定小児慢性特定疾病医療機関,指定医療機関,指定医療機関,1,1,7730,5.43%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2263,公害医療機関,指定医療機関,指定医療機関,1,1,6789,4.77%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2264,精神保健指定医の配置されている医療機関,指定医療機関,指定医療機関,1,1,5869,4.12%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2265,指定自立支援医療機関（育成医療）,指定医療機関,指定医療機関,1,1,4863,3.42%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2266,在宅療養支援歯科診療所,指定医療機関,指定医療機関,0,0,4315,3.03%,87.6%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない
M2267,母体保護法指定医の配置されている医療機関,指定医療機関,指定医療機関,1,1,3961,2.78%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2268,特定疾患治療研究事業委託医療機関,指定医療機関,指定医療機関,1,1,2482,1.74%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2269,臨床研修病院,指定医療機関,指定医療機関,1,1,2004,1.41%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2270,医療保護施設(中国残留邦人等の円滑な帰国の促進並びに永住帰国した中国残留邦人等及び特定配偶者の自立の支援に関する法律に基づく医療保護施設を含む。),指定医療機関,指定医療機関,1,1,1993,1.40%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2271,難病の患者に対する医療等に関する法律に基づく指定医の配置されている医療機関,指定医療機関,指定医療機関,1,1,1813,1.27%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2272,DPC 対象病院,指定医療機関,指定医療機関,1,1,1760,1.24%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2273,在宅療養支援病院,指定医療機関,指定医療機関,1,1,1542,1.08%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2274,戦傷病者特別援護法指定医療機関,指定医療機関,指定医療機関,1,1,1460,1.03%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2275,精神保健及び精神障害者福祉に関する法律（昭和25 年法律第123 号）に基づく指定病院又は応急入院指定病院,指定医療機関,指定医療機関,1,1,1108,0.78%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2276,指定養育医療機関,指定医療機関,指定医療機関,1,1,835,0.59%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2277,無料低額診療事業実施医療機関,指定医療機関,指定医療機関,1,1,808,0.57%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2278,災害拠点病院,指定医療機関,指定医療機関,1,1,791,0.56%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2279,地域医療支援病院,指定医療機関,指定医療機関,1,1,728,0.51%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2280,第二種感染症指定医療機関,指定医療機関,指定医療機関,1,1,702,0.49%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2281,在宅療養支援診療所・在宅療養支援病院,指定医療機関,指定医療機関,1,1,603,0.42%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2282,歯科外来診療環境体制加算届出医療機関,指定医療機関,指定医療機関,0,0,565,0.40%,87.6%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない
M2283,がん診療連携拠点病院等,指定医療機関,指定医療機関,1,1,527,0.37%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2284,在宅療養後方支援病院,指定医療機関,指定医療機関,1,1,491,0.34%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2285,紹介受診重点病院,指定医療機関,指定医療機関,1,1,482,0.34%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2286,臨床修練病院等,指定医療機関,指定医療機関,1,1,469,0.33%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2287,単独型臨床研修施設若しくは管理型臨床研修施設,指定医療機関,指定医療機関,1,1,389,0.27%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2288,エイズ治療拠点病院,指定医療機関,指定医療機関,1,1,371,0.26%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2289,病院群輪番制参加医療機関,指定医療機関,指定医療機関,1,1,369,0.26%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2290,特定行為研修指定研修機関,指定医療機関,指定医療機関,1,1,366,0.26%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2291,へき地医療拠点病院,指定医療機関,指定医療機関,1,1,345,0.24%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2292,第一種感染症指定医療機関,指定医療機関,指定医療機関,1,1,331,0.23%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2293,救命救急センター,指定医療機関,指定医療機関,1,1,311,0.22%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2294,地域周産期母子医療センター,指定医療機関,指定医療機関,1,1,297,0.21%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2295,外国人の患者を受け入れる拠点的な医療機関,指定医療機関,指定医療機関,1,1,277,0.19%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2296,特定感染症指定医療機関,指定医療機関,指定医療機関,1,1,252,0.18%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2297,肝疾患診療連携拠点病院,指定医療機関,指定医療機関,1,1,236,0.17%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2298,不妊専門相談センター,指定医療機関,指定医療機関,1,1,158,0.11%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2299,指定療育機関,指定医療機関,指定医療機関,1,1,144,0.10%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる
M2300,救急告示医療機関,指定医療機関,指定医療機関,1,1,133,0.09%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有133件。表記ゆれの残骸でないか要確認
M2301,小児慢性特定疾患治療研究事業委託医療機関,指定医療機関,指定医療機関,1,1,129,0.09%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有129件。表記ゆれの残骸でないか要確認
M2302,総合周産期母子医療センター,指定医療機関,指定医療機関,1,1,118,0.08%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有118件。表記ゆれの残骸でないか要確認
M2303,特定機能病院,指定医療機関,指定医療機関,1,1,86,0.06%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有86件。表記ゆれの残骸でないか要確認
M2304,がんゲノム医療中核拠点病院等,指定医療機関,指定医療機関,1,1,85,0.06%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有85件。表記ゆれの残骸でないか要確認
M2305,生活保護法指定医療機関(うち、医科),指定医療機関,指定医療機関,1,1,77,0.05%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有77件。表記ゆれの残骸でないか要確認
M2306,性犯罪・性暴力被害者のためのワンストップ支援センター,指定医療機関,指定医療機関,1,1,72,0.05%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有72件。表記ゆれの残骸でないか要確認
M2307,都道府県アレルギー疾患医療拠点病院,指定医療機関,指定医療機関,1,1,71,0.05%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有71件。表記ゆれの残骸でないか要確認
M2308,小児救急医療拠点病院,指定医療機関,指定医療機関,1,1,68,0.05%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有68件。表記ゆれの残骸でないか要確認
M2309,臨床教授等病院,指定医療機関,指定医療機関,1,1,37,0.03%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有37件。表記ゆれの残骸でないか要確認
M2310,臨床研究中核病院,指定医療機関,指定医療機関,1,1,30,0.02%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有30件。表記ゆれの残骸でないか要確認
M2311,地域歯科診療支援病院,指定医療機関,指定医療機関,0,0,29,0.02%,87.6%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない
M2312,看護師特定行為研修指定研修機関,指定医療機関,指定医療機関,1,1,19,0.01%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有19件。表記ゆれの残骸でないか要確認
M2313,小児がん拠点病院,指定医療機関,指定医療機関,1,1,18,0.01%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有18件。表記ゆれの残骸でないか要確認
M2314,依存症専門医療機関（アルコール健康障害）,指定医療機関,指定医療機関,1,1,17,0.01%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有17件。表記ゆれの残骸でないか要確認
M2315,紹介受診重点診療所,指定医療機関,指定医療機関,1,1,15,0.01%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有15件。表記ゆれの残骸でないか要確認
M2316,外国人患者を受け入れる拠点的な医療機関,指定医療機関,指定医療機関,1,1,14,0.01%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有14件。表記ゆれの残骸でないか要確認
M2317,依存症専門医療機関（ギャンブル等依存症）,指定医療機関,指定医療機関,1,1,13,0.01%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有13件。表記ゆれの残骸でないか要確認
M2318,依存症専門医療機関（薬物依存症）,指定医療機関,指定医療機関,1,1,12,0.01%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有12件。表記ゆれの残骸でないか要確認
M2319,がん診療連携拠点病院等（県指定）,指定医療機関,指定医療機関,1,1,11,0.01%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有11件。表記ゆれの残骸でないか要確認
M2320,自由診療のみを行う医療機関,指定医療機関,指定医療機関,1,1,11,0.01%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有11件。表記ゆれの残骸でないか要確認
M2321,生活保護法指定医療機関(うち、歯科),指定医療機関,指定医療機関,0,0,8,0.01%,87.6%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない
M2322,精神科応急入院指定病院,指定医療機関,指定医療機関,1,1,8,0.01%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有8件。表記ゆれの残骸でないか要確認
M2323,結核指定歯科診療所,指定医療機関,指定医療機関,0,0,6,0.00%,87.6%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない
M2324,精神科救急病院,指定医療機関,指定医療機関,1,1,5,0.00%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有5件。表記ゆれの残骸でないか要確認
M2325,児童福祉法による助産施設（児童福祉法第36条）,指定医療機関,指定医療機関,1,1,3,0.00%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有3件。表記ゆれの残骸でないか要確認
M2326,地域がん拠点病院,指定医療機関,指定医療機関,1,1,3,0.00%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有3件。表記ゆれの残骸でないか要確認
M2327,専門病院,指定医療機関,指定医療機関,1,1,3,0.00%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有3件。表記ゆれの残骸でないか要確認
M2328,単独型臨床研修施設又は管理型臨床研修施設,指定医療機関,指定医療機関,1,1,2,0.00%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有2件。表記ゆれの残骸でないか要確認
M2329,診療科名に産婦人科、産科又は婦人科を有する診療所にあつては、公益財団法人日本医療機能評価機構が定める産科医療補償制度標準補償約款と同一の産科医療補償約款に基づく補償の有無,指定医療機関,指定医療機関,1,1,2,0.00%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有2件。表記ゆれの残骸でないか要確認 / 除外: 産科医療補償の設問文が混入している
M2330,依存症治療拠点機関（アルコール健康障害）,指定医療機関,指定医療機関,1,1,1,0.00%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有1件。表記ゆれの残骸でないか要確認
M2331,依存症治療拠点機関（ギャンブル等依存症）,指定医療機関,指定医療機関,1,1,1,0.00%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有1件。表記ゆれの残骸でないか要確認
M2332,依存症治療拠点機関（薬物依存症）,指定医療機関,指定医療機関,1,1,1,0.00%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有1件。表記ゆれの残骸でないか要確認
M2333,急患センター,指定医療機関,指定医療機関,1,1,1,0.00%,87.6%,0,現行,,必須にすると記載の無い12.4%が落ちる / 保有1件。表記ゆれの残骸でないか要確認
M2400,総合内科専門医,専門医,専門医,0,1,14893,20.97%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本内科学会(14893)
M2401,整形外科専門医,専門医,専門医,0,1,11226,15.81%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本整形外科学会(10716)、日本専門医機構(510)
M2402,消化器病専門医,専門医,専門医,0,1,10625,14.96%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本消化器病学会(10625)
M2403,消化器内視鏡専門医,専門医,専門医,0,1,9879,13.91%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本消化器内視鏡学会(9879)
M2404,循環器専門医,専門医,専門医,0,1,8898,12.53%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本循環器学会(8898)
M2405,外科専門医,専門医,専門医,0,1,8053,11.34%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本外科学会(7879)、日本専門医機構(174)
M2406,眼科専門医,専門医,専門医,0,1,7806,10.99%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本眼科学会(7529)、日本専門医機構(277)
M2407,小児科専門医,専門医,専門医,0,1,7350,10.35%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本小児科学会(6886)、日本専門医機構(464)
M2408,耳鼻咽喉科専門医,専門医,専門医,0,1,6016,8.47%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本耳鼻咽喉科学会(5656)、日本専門医機構(359)、日本耳鼻咽喉科頭頸部外科学会(1)
M2409,皮膚科専門医,専門医,専門医,0,1,5843,8.23%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本皮膚科学会(5571)、日本専門医機構(272)
M2410,精神科専門医,専門医,専門医,0,1,5504,7.75%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本精神神経学会(5156)、日本専門医機構(348)
M2411,産婦人科専門医,専門医,専門医,0,1,5353,7.54%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本産科婦人科学会(4937)、日本専門医機構(416)
M2412,糖尿病専門医,専門医,専門医,0,1,4951,6.97%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本糖尿病学会(4951)
M2413,泌尿器科専門医,専門医,専門医,0,1,4528,6.38%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本泌尿器科学会(4331)、日本専門医機構(197)
M2414,口腔外科専門医,専門医,専門医,0,0,4518,6.36%,43.7%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない / 日本口腔外科学会(4323)、日本歯科専門医機構(195)
M2415,呼吸器専門医,専門医,専門医,0,1,4265,6.01%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本呼吸器学会(4265)
M2416,肝臓専門医,専門医,専門医,0,1,4128,5.81%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本肝臓学会(4128)
M2417,脳神経外科専門医,専門医,専門医,0,1,4040,5.69%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本脳神経外科学会(3820)、日本専門医機構(220)
M2418,麻酔科専門医,専門医,専門医,0,1,3699,5.21%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本麻酔科学会(3472)、日本専門医機構(227)
M2419,リウマチ専門医,専門医,専門医,0,1,3684,5.19%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本リウマチ学会(3684)
M2420,消化器外科専門医,専門医,専門医,0,1,3658,5.15%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本消化器外科学会(3658)
M2421,透析専門医,専門医,専門医,0,1,3426,4.82%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本透析医学会(3426)
M2422,神経内科専門医,専門医,専門医,0,1,3416,4.81%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本神経学会(3416)
M2423,腎臓専門医,専門医,専門医,0,1,3379,4.76%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本腎臓学会(3379)
M2424,アレルギー専門医,専門医,専門医,0,1,3164,4.45%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本アレルギー学会(3164)
M2425,歯周病専門医,専門医,専門医,0,0,2862,4.03%,43.7%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない / 日本歯周病学会(2663)、日本歯科専門医機構(199)
M2426,放射線科専門医,専門医,専門医,0,1,2858,4.02%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本医学放射線学会(2728)、日本専門医機構(130)
M2427,リハビリテーション科専門医,専門医,専門医,0,1,2810,3.96%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本リハビリテーション医学会(2697)、日本専門医機構(113)
M2428,心臓血管外科専門医,専門医,専門医,0,1,2663,3.75%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本心臓血管外科学会(1081)、日本胸部外科学会(838)、日本血管外科学会(744)
M2429,小児歯科専門医,専門医,専門医,0,0,2581,3.63%,43.7%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない / 日本小児歯科学会(2438)、日本歯科専門医機構(143)
M2430,形成外科専門医,専門医,専門医,0,1,2278,3.21%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本形成外科学会(2125)、日本専門医機構(153)
M2431,内分泌代謝科専門医,専門医,専門医,0,1,2171,3.06%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本内分泌学会(2171)
M2432,救急科専門医,専門医,専門医,0,1,2123,2.99%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本救急医学会(1990)、日本専門医機構(133)
M2433,感染管理認定看護師,専門医,専門医,0,1,1943,2.74%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(1943)
M2434,血液専門医,専門医,専門医,0,1,1887,2.66%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本血液学会(1887)
M2435,歯科麻酔専門医,専門医,専門医,0,0,1841,2.59%,43.7%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない / 日本歯科麻酔学会(1778)、日本歯科専門医機構(63)
M2436,漢方専門医,専門医,専門医,0,1,1837,2.59%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本東洋医学会(1837)
M2437,呼吸器外科専門医,専門医,専門医,0,1,1655,2.33%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本呼吸器外科学会(966)、日本胸部外科学会(689)
M2438,乳腺専門医,専門医,専門医,0,1,1638,2.31%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本乳癌学会(1638)
M2439,超音波専門医,専門医,専門医,0,1,1589,2.24%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本超音波医学会(1589)
M2440,皮膚・排泄ケア認定看護師,専門医,専門医,0,1,1569,2.21%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(1569)
M2441,認知症看護認定看護師,専門医,専門医,0,1,1509,2.12%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(1509)
M2442,大腸肛門病専門医,専門医,専門医,0,1,1428,2.01%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本大腸肛門病学会(1428)
M2443,緩和ケア認定看護師,専門医,専門医,0,1,1384,1.95%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(1384)
M2444,老年病専門医,専門医,専門医,0,1,1308,1.84%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本老年医学会(1308)
M2445,気管支鏡専門医,専門医,専門医,0,1,1304,1.84%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本呼吸器内視鏡学会(1304)
M2446,病理専門医,専門医,専門医,0,1,1251,1.76%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本病理学会(1159)、日本専門医機構(92)
M2447,摂食・嚥下障害看護認定看護師,専門医,専門医,0,1,1217,1.71%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(1217)
M2448,細胞診専門医,専門医,専門医,0,1,1190,1.68%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本臨床細胞学会(1190)
M2449,ペインクリニック専門医,専門医,専門医,0,1,1163,1.64%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本ペインクリニック学会(1163)
M2450,がん化学療法看護認定看護師,専門医,専門医,0,1,1146,1.61%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(1146)
M2451,感染症専門医,専門医,専門医,0,1,1109,1.56%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本感染症学会(1109)
M2452,糖尿病看護認定看護師,専門医,専門医,0,1,1038,1.46%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本看護協会(1038)
M2453,歯科放射線専門医,専門医,専門医,0,0,1033,1.45%,43.7%,1,現行,,表示名から歯科と判定。医療職のレビューで戻すことがある / 歯科。医科の逆紹介では使わない / 日本歯科放射線学会(987)、日本歯科専門医機構(46)
M2454,気管食道科専門医,専門医,専門医,0,1,901,1.27%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本気管食道科学会(901)
M2455,脳血管内治療専門医,専門医,専門医,0,1,880,1.24%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本脳神経血管内治療学会(880)
M2456,小児神経専門医,専門医,専門医,0,1,878,1.24%,43.7%,0,現行,,記載率43.7%。加点のみ / 日本小児神経学会(878)
